Mod:Item:MetaData, Localized Name
avaritia:endest_pearl, Всепоглощающая жемчужина
avaritia:ultimate_stew, Максимальное рагу
avaritia:cosmic_meatballs, Космические фрикадельки
avaritia:matter_cluster, Кластер материи
avaritia:compressed_crafting_table, Сжатый верстак
avaritia:double_compressed_crafting_table, Дважды сжатый верстак
avaritia:extreme_crafting_table, Экстремальный верстак
avaritia:block_resource:0, Блок нейтрония
avaritia:block_resource:1, Блок бесконечности
avaritia:block_resource:2, Кристалическая матрица
avaritia:neutron_collector, Сборщик нейтрония
avaritia:neutronium_compressor, Компрессор нейтрония
hammercore:iron_bordered_cobblestone, Булыжник с железной каймой
hammercore:gold_bordered_cobblestone, Булыжник с золотой каймой
hammercore:diamond_bordered_cobblestone, Булыжник с алмазной каймой
hammercore:emerald_bordered_cobblestone, Булыжник с изумрудной каймой
hammercore:quartz_bordered_cobblestone, Булыжник с кварцевой каймой
hammercore:manual, Инструкция по Hammer Core
botanicadds:mana_tesseract, Мана Тессеракт
botanicadds:terra_catalyst, Терра Катализатор
botanicadds:dreamrock, Камень Мечтаний
botanicadds:mana_lapis_block, Блок Мана Лазурита
botanicadds:elven_lapis_block, Эльфийский Блок Лазурита
botanicadds:elvenwood_log, Эльфийская Древесина
botanicadds:elven_altar, Эльфийский Алтарь
botanicadds:pool_dreaming, Бассейн Маны Мечтаний
botanicadds:gaia_plate, Агломерационная Плита Гайи
botanicadds:gaiasteel_block, Блок гайястали
botanicadds:rune_tp, Руна Телепортации
botanicadds:rune_energy, Руна Энергии
botanicadds:mana_lapis, Мана Лазурит
botanicadds:elven_lapis, Эльфийский Лазурит
botanicadds:gaia_shard, Осколок Гайи
botanicadds:gaiasteel_ingot, Слиток Гайястали
botanicadds:terra_protector, Терра Защитник
botanicadds:ring_aura_gaia, Кольцо Ауры Гайи
botanicadds:mana_stealer_sword, Маналезвие
chickenchunks:chunk_loader:0, Загрузчик чанков
chickenchunks:chunk_loader:1, Загрузчик чанка
draconicevolution:draconium_ore:0, Дракониевая руда
draconicevolution:draconium_ore:1, Дракониевая руда Незера
draconicevolution:draconium_ore:2, Дракониевая руда Эндера
draconicevolution:draconium_block:0, Дракониевый блок
draconicevolution:draconium_block:1, Заряженный дракониевый блок
draconicevolution:draconic_block, Пробужденный дракониевый блок
draconicevolution:infused_obsidian, Заряженный обсидиан
draconicevolution:portal, Портал
draconicevolution:item_dislocation_inhibitor, Dislocation Normalization Field Projector
draconicevolution:generator, Генератор
draconicevolution:grinder, Молотилка
draconicevolution:particle_generator:0, Генератор частиц
draconicevolution:particle_generator:2, Стабилизатор энергетического ядра
draconicevolution:energy_infuser, Энергетический наполнитель
draconicevolution:dislocator_receptacle, Телепортационный приёмник
draconicevolution:dislocator_pedestal, Пьедестал телепортации
draconicevolution:rain_sensor, Датчик дождя
draconicevolution:diss_enchanter, Дизенчантер
draconicevolution:potentiometer, Потенциометр
draconicevolution:entity_detector:0, Детектор существ
draconicevolution:entity_detector:1, Улучшенный детектор существ
draconicevolution:energy_storage_core, Энергетическое ядро
draconicevolution:energy_pylon, Энергетический пилон
draconicevolution:invis_e_core_block, tile.draconicevolution:invis_e_core_block.name
draconicevolution:fusion_crafting_core, Ядро слияния
draconicevolution:crafting_injector:0, Базовый инжектор слияния
draconicevolution:crafting_injector:1, Инжектор слияния Виверны
draconicevolution:crafting_injector:2, Инжектор слияния Дракона
draconicevolution:crafting_injector:3, Инжектор слияния хаоса
draconicevolution:celestial_manipulator, Контроллер погоды
draconicevolution:energy_crystal:0, Базовый энергетический реле-кристалл
draconicevolution:energy_crystal:1, Энергетический реле-кристалл Виверны
draconicevolution:energy_crystal:2, Энергетический реле-кристалл Дракона
draconicevolution:energy_crystal:3, Базовый энергетический кристалл входа/выхода
draconicevolution:energy_crystal:4, Энергетический кристалл входа/выхода Виверны
draconicevolution:energy_crystal:5, Энергетический кристалл входа/выхода Дракона
draconicevolution:energy_crystal:6, Базовый беспроводной энергетический кристалл
draconicevolution:energy_crystal:7, Беспроводной энергетический кристалл Виверны
draconicevolution:energy_crystal:8, Беспроводной энергетический кристалл Дракона
draconicevolution:flow_gate:0, Энергетический ограничитель
draconicevolution:flow_gate:8, Жидкостный ограничитель
draconicevolution:reactor_core, Ядро дракониевого реактора
draconicevolution:reactor_part:0, Рамка стабилизатора реактора
draconicevolution:reactor_part:1, Внутренний ротор стабилизатора реактора
draconicevolution:reactor_part:2, Внешний ротор стабилизатора реактора
draconicevolution:reactor_part:3, Собранный ротор стабилизатора реактора
draconicevolution:reactor_part:4, Фокусирующее кольцо стабилизатора реактора
draconicevolution:reactor_component:0, Стабилизатор реактора
draconicevolution:reactor_component:1, Энергетический инжектор реактора
draconicevolution:draconic_spawner, Стабилизированный спаунер
draconicevolution:draconium_chest, Сундук дракона
draconicevolution:chaos_crystal, Кристалл хаоса
draconicevolution:chaos_shard_atmos, tile.draconicevolution:chaos_shard_atmos.name
draconicevolution:creative_rf_source, Творческий источник RF
draconicevolution:placed_item, tile.draconicevolution:placed_item.name
draconicevolution:draconium_dust, Дракониевая пыль
draconicevolution:draconium_ingot, Дракониевый слиток
draconicevolution:draconic_ingot, Пробужденный дракониевый слиток
draconicevolution:draconic_core, Ядро Дракона
draconicevolution:wyvern_core, Ядро Виверны
draconicevolution:awakened_core, Пробужденное ядро
draconicevolution:chaotic_core, Ядро хаоса
draconicevolution:wyvern_energy_core, Энергетическое ядро Виверны
draconicevolution:draconic_energy_core, Энергетическое ядро Дракона
draconicevolution:dragon_heart, Сердце Дракона
draconicevolution:debugger, item.draconicevolution:debugger.name
draconicevolution:nugget:0, Кусочек дракония
draconicevolution:nugget:1, Кусочек пробужденного дракония
draconicevolution:chaos_shard:0, Осколок хаоса
draconicevolution:chaos_shard:1, Большой осколок Хаоса
draconicevolution:chaos_shard:2, Маленький осколок Хаоса
draconicevolution:chaos_shard:3, Крошечный осколок Хаоса
draconicevolution:draconium_capacitor:0, Флаксовый конденсатор Виверны
draconicevolution:draconium_capacitor:0, Флаксовый конденсатор Виверны
draconicevolution:draconium_capacitor:0, Флаксовый конденсатор Виверны
